order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,product_name,category,quantity,gross_sales_usd,discount_rate,net_sales_usd,cost_usd,sales_channel,shipping_mode,warehouse,sales_region,returned_flag,satisfaction_score,customer_segment,delivery_delay_days,late_flag,gross_margin_usd,gross_margin_pct,order_month,first_order_date,customer_country,account_tier,acquisition_motion,account_status
O500010,C31283,2025-06-26 07:00:00,2025-07-03,2025-07-05,"Monitor 27""",Electronics,3.0,811.63,0.1,730.47,548.62,Marketplace,Same Day,VAN-WH1,West,False,3.0,Enterprise,2,1,181.85000000000002,0.24894930661081224,2025-06,2025-03-01,US,Startup,Inbound,Active
O500011,C30154,2025-12-02 02:00:00,2025-12-04,2025-12-06,Laptop Stand,Accessories,2.0,78.58,0.1,70.72,51.81,B2B Sales,Standard,TOR-WH1,EU,False,3.0,SMB,2,1,18.909999999999997,0.2673925339366515,2025-12,2024-03-09,FR,Mid Market,Self-Serve,At Risk
O500012,C30548,2025-11-09 11:00:00,2025-11-15,2025-11-16,Desk Lamp,Furniture,1.0,116.99,0.1,105.29,74.7,Online,Express,BER-WH3,West,False,3.0,Enterprise,1,1,30.590000000000003,0.2905309146167727,2025-11,2025-08-14,UK,,Outbound,At Risk
O500013,C31455,2025-09-07 08:00:00,2025-09-09,2025-09-12,Keyboard,Electronics,2.0,154.98,0.05,147.23,116.8,Online,Express,DAL-WH2,Central,False,4.0,Enterprise,3,1,30.429999999999993,0.20668342049853966,2025-09,2024-08-24,AU,Enterprise,Outbound,Churned
O500014,C31276,2025-11-04 06:00:00,2025-11-07,2025-11-07,"Monitor 27""",Electronics,2.0,657.95,0.2,526.36,360.53,B2B Sales,Same Day,BER-WH3,West,False,3.0,Unknown,0,0,165.83000000000004,0.31505053575499664,2025-11,2024-04-17,IN,Mid Market,Self-Serve,At Risk
O500015,C31474,2025-12-09 15:00:00,2025-12-11,2025-12-13,USB-C Hub,Accessories,2.0,98.57,0.25,73.93,54.29,Online,Express,DAL-WH2,Central,True,5.0,SMB,2,1,19.640000000000008,0.26565670228594623,2025-12,2024-09-16,AU,Mid Market,Inbound,Active
O500016,C31461,2025-10-04 16:00:00,2025-04-14,2025-04-13,Webcam,Electronics,5.0,518.08,0.2,414.46,284.0,B2B Sales,Standard,TOR-WH1,West,False,4.0,SMB,-1,0,130.45999999999998,0.3147710273609033,2025-10,2024-12-30,AU,,Inbound,Active
O500017,C30574,2025-04-10 13:00:00,2025-04-17,2025-04-16,Mouse,Electronics,2.0,93.07,0.2,74.46,50.6,Retail,Same Day,DAL-WH2,East,True,2.0,SMB,-1,0,23.859999999999992,0.32044050496911086,2025-04,2025-11-06,FR,Small Business,Inbound,Active
O500018,C30069,2025-06-17 16:00:00,2025-06-23,2025-07-06,Keyboard,Electronics,4.0,307.23,0.05,291.87,226.12,Marketplace,Standard,BER-WH3,EU,False,4.0,Enterprise,13,1,65.75,0.22527152499400419,2025-06,2024-09-12,CA,Enterprise,Inbound,At Risk
O500019,C31076,2025-03-21 14:00:00,2025-03-24,2025-03-27,Notebook Pack,Supplies,1.0,20.45,0.0,20.45,11.36,Online,Standard,BER-WH3,Central,False,3.0,SMB,3,1,9.09,0.4444987775061125,2025-03,2024-04-22,UK,,Self-Serve,Active
O500020,C31107,2025-01-13 06:00:00,2025-01-20,2025-01-21,Office Chair,Furniture,1.0,266.13,0.0,266.13,150.31,Online,Same Day,,Central,False,4.0,Consumer,1,1,115.82,0.435200841693909,2025-01,2025-09-17,FR,Enterprise,Inbound,Active
O500021,C31288,2025-05-03 05:00:00,2025-05-10,2025-05-11,"Monitor 27""",Electronics,2.0,518.09,0.15,440.38,270.86,Online,Same Day,VAN-WH1,East,False,4.0,SMB,1,1,169.51999999999998,0.384940278850084,2025-05,2025-03-14,AU,,Inbound,Churned
O500022,C31018,2025-08-31 05:00:00,2025-09-03,2025-09-04,Desk Lamp,Furniture,2.0,131.39,0.0,131.39,87.27,Online,Standard,,West,True,3.0,Consumer,1,1,44.11999999999999,0.3357942004718776,2025-08,2025-01-08,AU,,Inbound,Active
O500023,C30567,2025-08-21 18:00:00,2025-08-23,2025-08-27,Webcam,Electronics,3.0,258.53,0.1,232.68,137.24,Online,Standard,TOR-WH1,EU,False,2.0,Consumer,4,1,95.44,0.4101770672167784,2025-08,2024-06-03,,Startup,Self-Serve,Active
O500024,C30311,2025-12-13 11:00:00,2025-12-15,2025-12-16,Webcam,Electronics,3.0,339.66,0.0,339.66,239.8,Marketplace,Standard,,West,False,2.0,Enterprise,1,1,99.86000000000001,0.29399988223517637,2025-12,2024-07-19,IN,Small Business,Self-Serve,Active
O500025,C30916,2025-05-30 09:00:00,2025-06-06,2025-06-10,Mouse,Electronics,1.0,37.44,0.0,37.44,22.82,Unknown,Express,BER-WH3,East,False,3.0,Consumer,4,1,14.619999999999997,0.39049145299145294,2025-05,2024-08-09,FR,Small Business,Inbound,Active
O500026,C31342,2025-12-14 18:00:00,2025-12-21,2025-12-21,USB-C Hub,Accessories,1.0,44.05,0.15,37.44,21.98,Online,Standard,BER-WH3,Central,False,2.0,Enterprise,0,0,15.459999999999997,0.4129273504273504,2025-12,2024-02-26,US,Startup,Inbound,At Risk
O500027,C31262,2025-12-13 17:00:00,2025-12-17,2025-12-18,USB-C Hub,Accessories,4.0,167.54,0.05,159.16,105.95,Marketplace,Express,BER-WH3,Central,False,3.0,SMB,1,1,53.209999999999994,0.3343176677557175,2025-12,2024-06-20,,Mid Market,Self-Serve,Churned
O500028,C31462,2025-09-11 21:00:00,2025-09-18,2025-09-20,Notebook Pack,Supplies,3.0,69.22,0.25,51.91,28.72,Online,Standard,TOR-WH1,East,False,3.0,SMB,2,1,23.189999999999998,0.4467347331920632,2025-09,2024-03-08,UK,Startup,Inbound,Active
O500029,C30179,2025-07-29 18:00:00,2025-08-05,2025-08-09,Notebook Pack,Supplies,3.0,58.46,0.25,43.84,32.32,B2B Sales,Standard,,West,False,3.0,Enterprise,4,1,11.520000000000003,0.2627737226277373,2025-07,2025-03-04,DE,,Partner,Active
O500030,C30896,2025-08-07 15:00:00,2025-08-10,2025-08-13,Printer Ink,Supplies,4.0,196.58,0.0,196.58,124.57,Online,Express,BER-WH3,West,True,2.0,Unknown,3,1,72.01000000000002,0.3663139688676367,2025-08,2024-07-07,UK,,Self-Serve,At Risk
O500031,C30740,2025-06-21 18:00:00,2025-06-24,2025-06-25,Webcam,Electronics,1.0,121.41,0.25,91.06,69.92,B2B Sales,Standard,,EU,True,2.0,SMB,1,1,21.14,0.23215462332528003,2025-06,2025-01-22,AU,Enterprise,Inbound,Active
O500032,C31251,2025-09-19 06:00:00,2025-09-23,2025-09-25,Printer Ink,Supplies,4.0,203.68,0.1,183.31,108.69,Retail,Standard,BER-WH3,Central,False,2.0,Consumer,2,1,74.62,0.40706999072609246,2025-09,2024-08-21,US,,Partner,Active
O500033,C31611,2025-05-27 05:00:00,2025-05-30,2025-06-03,Notebook Pack,Supplies,2.0,36.2,0.15,30.77,24.29,B2B Sales,Standard,DAL-WH2,EU,False,5.0,SMB,4,1,6.48,0.21059473513162172,2025-05,2024-04-22,DE,Enterprise,Self-Serve,Active
O500034,C30326,2025-05-27 05:00:00,2025-05-31,2025-05-30,Notebook Pack,Supplies,3.0,57.06,0.05,54.21,34.23,Marketplace,Express,,West,False,4.0,Unknown,-1,0,19.980000000000004,0.36856668511344776,2025-05,2024-11-07,,Mid Market,Outbound,Active
O500035,C31533,2025-06-30 15:00:00,2025-07-02,2025-07-14,"Monitor 27""",Electronics,3.0,1013.17,0.0,1013.17,694.36,Marketplace,Standard,DAL-WH2,West,False,5.0,Consumer,12,1,318.80999999999995,0.3146658507456794,2025-06,2024-10-02,AU,,Self-Serve,Active
O500036,C30223,2025-10-04 10:00:00,2025-10-08,2025-10-11,Mouse,Electronics,1.0,41.21,0.15,35.03,21.39,Retail,Express,DAL-WH2,West,False,5.0,Unknown,3,1,13.64,0.3893805309734513,2025-10,2025-03-10,UK,Mid Market,Outbound,At Risk
O500037,C30343,2025-06-14 04:00:00,2025-06-16,2025-06-16,USB-C Hub,Accessories,2.0,92.5,0.25,69.38,55.23,Online,Standard,BER-WH3,West,False,4.0,Enterprise,0,0,14.149999999999999,0.20394926491784376,2025-06,2025-04-26,FR,Enterprise,Outbound,Active
O500038,C30661,2025-06-07 14:00:00,2025-06-09,2025-06-12,Webcam,Electronics,3.0,354.18,0.05,336.47,226.02,Online,Express,VAN-WH1,Central,False,5.0,Unknown,3,1,110.45000000000002,0.3282610633934675,2025-06,2025-07-16,FR,,Self-Serve,Active
O500039,C31194,2025-12-24 01:00:00,2025-12-31,2025-12-31,Mouse,Electronics,2.0,96.63,0.1,86.97,64.22,Online,Express,VAN-WH1,West,False,4.0,Consumer,0,0,22.75,0.2615844544095665,2025-12,2024-12-22,IN,Enterprise,Partner,Churned
O500040,C30525,2025-05-08 15:00:00,2025-08-10,2025-08-11,Webcam,Electronics,2.0,205.88,0.25,154.41,110.41,Retail,Express,DAL-WH2,West,False,2.0,Consumer,1,1,44.0,0.2849556375882391,2025-05,2024-05-08,,Startup,Self-Serve,Active
O500041,C30586,2025-08-09 01:00:00,2025-08-16,2025-08-19,Mouse,Electronics,1.0,42.28,0.2,33.82,18.91,Marketplace,Express,TOR-WH1,EU,False,3.0,Consumer,3,1,14.91,0.4408633944411591,2025-08,2025-06-04,US,Startup,Partner,Active
O500042,C30470,2025-02-02 21:00:00,2025-02-06,2025-02-09,Laptop Stand,Accessories,2.0,74.83,0.15,63.61,45.4,B2B Sales,Same Day,TOR-WH1,West,False,,SMB,3,1,18.21,0.28627574280773466,2025-02,2024-06-14,AU,Mid Market,Inbound,Churned
O500043,C30529,2025-07-01 11:00:00,2025-07-05,2025-07-07,Desk Lamp,Furniture,1.0,53.84,0.2,43.07,31.08,B2B Sales,Standard,DAL-WH2,East,False,4.0,Enterprise,2,1,11.990000000000002,0.2783840260041793,2025-07,2025-06-22,FR,Mid Market,Self-Serve,Active
O500044,C31036,2025-03-06 12:00:00,2025-03-11,2025-03-12,Desk Lamp,Furniture,5.0,282.15,0.0,282.15,214.42,Online,Standard,TOR-WH1,EU,False,2.0,SMB,1,1,67.72999999999999,0.2400496189969874,2025-03,2024-11-24,US,Enterprise,Self-Serve,Churned
O500045,C30804,2025-06-24 00:00:00,2025-06-29,2025-06-30,Keyboard,Electronics,2.0,149.8,0.2,119.84,87.68,Marketplace,Standard,BER-WH3,EU,False,3.0,SMB,1,1,32.16,0.2683578104138851,2025-06,2025-08-15,UK,Enterprise,Inbound,Active
O500046,C31181,2025-12-18 11:00:00,2025-12-22,2025-12-22,Desk Lamp,Furniture,1.0,52.59,0.15,44.7,32.97,Online,Express,TOR-WH1,West,False,3.0,SMB,0,0,11.730000000000004,0.2624161073825504,2025-12,2024-05-26,AU,Enterprise,Self-Serve,Active
O500047,C30117,2025-09-08 10:00:00,2025-09-11,2025-09-15,Printer Ink,Supplies,1.0,39.13,0.15,33.26,21.68,Online,Standard,VAN-WH1,West,False,5.0,SMB,4,1,11.579999999999998,0.3481659651232712,2025-09,2024-11-24,AU,Mid Market,Self-Serve,Active
O500048,C30615,2025-07-22 12:00:00,2025-07-26,2025-07-29,Laptop Stand,Accessories,1.0,33.69,0.25,25.27,17.94,Online,Standard,BER-WH3,EU,False,4.0,SMB,3,1,7.329999999999998,0.29006727344677474,2025-07,2025-10-12,,Startup,Outbound,At Risk
O500049,C31270,2025-12-27 00:00:00,2026-01-02,2026-01-01,Mouse,Electronics,2.0,85.34,0.1,76.81,51.66,Online,Same Day,DAL-WH2,EU,False,3.0,Unknown,-1,0,25.150000000000006,0.32743132404634817,2025-12,2025-01-03,DE,,Partner,Active
O500050,C31306,2025-10-18 02:00:00,2025-10-22,2025-10-22,Printer Ink,Supplies,4.0,190.46,0.25,142.84,110.63,B2B Sales,Express,DAL-WH2,West,False,4.0,SMB,0,0,32.21000000000001,0.22549705964715772,2025-10,2024-05-14,DE,Startup,Partner,Active
O500051,C31457,2025-05-16 15:00:00,2025-05-22,2025-05-25,Desk Lamp,Furniture,1.0,61.18,0.0,61.18,47.72,B2B Sales,Express,TOR-WH1,West,False,3.0,Consumer,3,1,13.46,0.2200065380843413,2025-05,2024-09-10,CA,Small Business,Partner,Churned
O500052,C30417,2025-12-12 14:00:00,2025-12-17,2025-12-19,Notebook Pack,Supplies,1.0,17.4,0.1,15.66,9.03,Marketplace,Same Day,DAL-WH2,West,False,3.0,SMB,2,1,6.630000000000001,0.42337164750957856,2025-12,2024-07-05,CA,,Inbound,At Risk
O500053,C30115,2025-06-12 20:00:00,2025-06-14,2025-06-17,Webcam,Electronics,3.0,322.76,0.1,290.48,217.26,B2B Sales,Express,BER-WH3,EU,False,4.0,Unknown,3,1,73.22000000000003,0.25206554668135506,2025-06,2024-07-31,UK,,Inbound,Churned
O500054,C30779,2025-11-04 16:00:00,2025-11-07,2025-11-06,Office Chair,Furniture,2.0,453.56,0.15,385.53,251.17,Online,Standard,VAN-WH1,West,False,3.0,Consumer,-1,0,134.35999999999999,0.3485072497600705,2025-11,2024-06-08,AU,Small Business,Self-Serve,Churned
O500055,C31271,2025-07-18 13:00:00,2025-07-21,2025-07-22,Laptop Stand,Accessories,2.0,75.17,0.25,56.38,36.38,Online,Standard,VAN-WH1,EU,False,4.0,SMB,1,1,20.0,0.35473572188719404,2025-07,2024-12-16,,Startup,Self-Serve,At Risk
O500056,C30423,2025-12-15 16:00:00,2025-12-21,2025-12-21,Office Chair,Furniture,1.0,249.61,0.05,237.13,151.55,Marketplace,Same Day,BER-WH3,West,True,2.0,SMB,0,0,85.57999999999998,0.3608990848901446,2025-12,2024-01-10,FR,Small Business,Inbound,Active
O500057,C31582,2025-04-17 16:00:00,2025-04-21,2025-04-22,Notebook Pack,Supplies,2.0,34.4,0.15,29.24,18.9,Marketplace,Express,,Central,False,3.0,Unknown,1,1,10.34,0.353625170998632,2025-04,2025-06-07,DE,,Inbound,Active
O500058,C31777,2025-06-01 03:00:00,2025-06-07,2025-06-06,Printer Ink,Supplies,2.0,79.64,0.25,59.73,46.35,B2B Sales,Standard,VAN-WH1,EU,True,2.0,Consumer,-1,0,13.379999999999995,0.22400803616273224,2025-06,2024-11-06,IN,Startup,Self-Serve,At Risk
O500059,C30839,2025-02-17 06:00:00,2025-02-22,2025-02-21,Printer Ink,Supplies,5.0,206.03,0.0,206.03,149.9,Online,Express,,Central,False,3.0,Enterprise,-1,0,56.129999999999995,0.27243605300199,2025-02,2024-05-03,,Mid Market,Partner,Active
O500060,C31111,2025-05-09 08:00:00,2025-05-16,2025-05-17,Desk Lamp,Furniture,4.0,215.28,0.05,204.52,137.51,Retail,Express,DAL-WH2,West,False,3.0,Consumer,1,1,67.01000000000002,0.3276452180715823,2025-05,2025-07-08,IN,Small Business,Outbound,Churned
O500061,C31248,2025-10-02 03:00:00,2025-10-07,2025-10-07,Desk Lamp,Furniture,4.0,244.93,0.25,183.7,103.03,Online,Express,DAL-WH2,East,False,4.0,SMB,0,0,80.66999999999999,0.4391399020141535,2025-10,2024-06-26,IN,Startup,Outbound,Active
O500062,C30459,2025-11-06 10:00:00,2025-11-10,2025-11-09,Mouse,Electronics,2.0,74.37,0.15,63.21,43.82,Retail,Standard,,West,True,1.0,SMB,-1,0,19.39,0.30675526024363237,2025-11,2024-09-28,US,Small Business,Inbound,Active
O500063,C30361,2025-09-14 18:00:00,2025-09-17,2025-09-19,"Monitor 27""",Electronics,1.0,294.94,0.15,250.7,175.29,Marketplace,Express,TOR-WH1,East,False,4.0,Unknown,2,1,75.41,0.30079776625448745,2025-09,2024-03-23,CA,Mid Market,Self-Serve,Active
O500064,C30378,2025-05-20 04:00:00,2025-05-24,2025-05-24,USB-C Hub,Accessories,2.0,86.65,0.2,69.32,49.21,Online,Standard,TOR-WH1,East,False,5.0,SMB,0,0,20.109999999999992,0.29010386612810146,2025-05,2024-12-11,CA,,Partner,Churned
O500065,C30917,2025-08-14 17:00:00,2025-08-21,2025-08-23,Office Chair,Furniture,2.0,396.71,0.25,297.53,208.73,Marketplace,Same Day,,West,False,4.0,SMB,2,1,88.79999999999998,0.29845729842368834,2025-08,2024-05-06,FR,Small Business,Self-Serve,At Risk
O500066,C30870,2025-08-02 21:00:00,2025-08-08,2025-08-08,Webcam,Electronics,1.0,114.32,0.15,97.17,59.16,Marketplace,Express,,West,False,5.0,Enterprise,0,0,38.010000000000005,0.39117011423278797,2025-08,2024-09-07,DE,,Inbound,Active
O500067,C30510,2025-02-20 11:00:00,2025-02-23,2025-02-24,USB-C Hub,Accessories,2.0,104.57,0.0,104.57,57.52,Marketplace,Same Day,,West,True,1.0,Consumer,1,1,47.04999999999999,0.44993784068088355,2025-02,2024-06-22,DE,,Inbound,Active
O500068,C30241,2025-02-21 17:00:00,2025-02-25,2025-02-28,Webcam,Electronics,1.0,120.67,0.1,108.6,76.31,Online,Express,,EU,False,3.0,Unknown,3,1,32.28999999999999,0.29732965009208095,2025-02,2025-08-04,US,,Partner,At Risk
O500069,C30463,2025-10-29 04:00:00,2025-11-02,2025-11-04,Printer Ink,Supplies,1.0,44.17,0.0,44.17,31.71,Online,Standard,TOR-WH1,Central,False,4.0,Consumer,2,1,12.46,0.28209191759112523,2025-10,2025-10-06,US,Startup,Outbound,Churned
O500070,C31166,2025-03-07 07:00:00,2025-03-09,2025-03-09,"Monitor 27""",Electronics,3.0,765.82,0.25,574.37,433.13,Retail,Same Day,TOR-WH1,EU,False,4.0,Unknown,0,0,141.24,0.2459042080888626,2025-03,2025-08-28,,Mid Market,Self-Serve,Active
O500071,C31273,2025-12-22 09:00:00,2025-12-29,2026-01-04,Office Chair,Furniture,4.0,1001.38,0.2,801.1,565.08,Marketplace,Same Day,DAL-WH2,EU,False,2.0,Unknown,6,1,236.01999999999998,0.2946198976407439,2025-12,2025-10-12,DE,Startup,Self-Serve,Active
O500072,C30057,2025-04-23 20:00:00,2025-04-25,2025-04-25,USB-C Hub,Accessories,1.0,42.22,0.25,31.66,24.26,Marketplace,Express,VAN-WH1,West,False,3.0,SMB,0,0,7.399999999999999,0.23373341756159186,2025-04,2024-10-30,IN,Startup,Self-Serve,Active
O500073,C31014,2025-10-12 07:00:00,2025-10-15,2025-10-17,Keyboard,Electronics,2.0,176.33,0.2,141.06,104.06,Retail,Standard,TOR-WH1,Central,False,4.0,Unknown,2,1,37.0,0.26229973061108747,2025-10,2025-05-31,UK,Enterprise,Self-Serve,Active
O500074,C30204,2025-02-15 18:00:00,2025-02-18,2025-02-21,Office Chair,Furniture,1.0,209.87,0.0,209.87,123.55,Marketplace,Express,,Central,False,4.0,Enterprise,3,1,86.32000000000001,0.41130223471672944,2025-02,2025-09-14,AU,Small Business,Outbound,Active
O500075,C31088,2025-05-02 19:00:00,2025-05-04,2025-05-04,Laptop Stand,Accessories,1.0,41.93,0.2,33.54,25.4,Online,Express,TOR-WH1,Central,False,3.0,Consumer,0,0,8.14,0.24269528920691713,2025-05,2024-08-22,DE,Mid Market,Self-Serve,Active
O500076,C31683,2025-02-18 13:00:00,2025-02-21,2025-02-23,Notebook Pack,Supplies,3.0,68.61,0.15,58.32,35.73,Online,Express,BER-WH3,East,False,3.0,Unknown,2,1,22.590000000000003,0.38734567901234573,2025-02,2025-11-16,,Startup,Outbound,Churned
O500077,C30974,2025-08-17 10:00:00,2025-08-20,2025-08-24,Desk Lamp,Furniture,1.0,63.72,0.0,63.72,43.68,Marketplace,Express,DAL-WH2,EU,False,,SMB,4,1,20.04,0.3145009416195857,2025-08,2025-11-02,AU,Enterprise,Self-Serve,Active
O500078,C31147,2025-05-22 21:00:00,2025-05-28,2025-05-31,Desk Lamp,Furniture,1.0,50.86,0.0,50.86,35.35,Marketplace,Standard,DAL-WH2,EU,False,2.0,Enterprise,3,1,15.509999999999998,0.3049547778214707,2025-05,2025-01-21,FR,Startup,Outbound,At Risk
O500079,C31241,2025-02-07 09:00:00,2025-02-11,2025-02-18,Laptop Stand,Accessories,2.0,82.67,0.25,62.0,37.64,B2B Sales,Standard,,West,False,5.0,Unknown,7,1,24.36,0.3929032258064516,2025-02,2024-10-23,UK,Small Business,Inbound,At Risk
O500080,C31656,2025-08-08 21:00:00,2025-08-15,2025-08-19,Printer Ink,Supplies,1.0,45.25,0.05,42.99,34.24,Marketplace,Express,TOR-WH1,West,False,3.0,SMB,4,1,8.75,0.20353570597813445,2025-08,2024-08-22,UK,Enterprise,Self-Serve,Churned
O500081,C30685,2025-09-08 16:00:00,2025-09-12,2025-09-13,Notebook Pack,Supplies,3.0,63.96,0.15,54.37,40.24,Retail,Standard,VAN-WH1,West,False,2.0,SMB,1,1,14.129999999999995,0.2598859665256575,2025-09,2025-03-27,AU,Small Business,Self-Serve,Churned
O500082,C31094,2025-05-04 17:00:00,2025-05-09,2025-05-11,Notebook Pack,Supplies,2.0,45.24,0.05,42.98,25.19,Online,Standard,,East,False,4.0,Unknown,2,1,17.789999999999996,0.4139134481154024,2025-05,2024-02-24,AU,Enterprise,Self-Serve,Active
O500083,C30583,2025-05-18 06:00:00,2025-05-21,2025-05-24,USB-C Hub,Accessories,1.0,48.01,0.25,36.01,21.61,Retail,Standard,VAN-WH1,West,False,2.0,SMB,3,1,14.399999999999999,0.3998889197445154,2025-05,2025-04-21,DE,Startup,Partner,At Risk
O500084,C30038,2025-11-24 14:00:00,2025-11-28,2025-11-30,USB-C Hub,Accessories,3.0,138.94,0.2,111.15,70.62,Marketplace,Standard,VAN-WH1,EU,False,3.0,SMB,2,1,40.53,0.36464237516869097,2025-11,2024-07-22,AU,Small Business,Partner,At Risk
O500085,C31001,2025-01-27 22:00:00,2025-01-31,2025-01-30,USB-C Hub,Accessories,4.0,165.54,0.15,140.71,82.8,Marketplace,Standard,VAN-WH1,EU,True,2.0,SMB,-1,0,57.91000000000001,0.41155568189894115,2025-01,2025-03-07,,Small Business,Self-Serve,Churned
O500086,C31255,2025-07-08 16:00:00,2025-07-11,2025-07-11,Webcam,Electronics,3.0,282.25,0.1,254.03,168.59,B2B Sales,Express,BER-WH3,West,False,4.0,SMB,0,0,85.44,0.3363382277683738,2025-07,2025-01-08,IN,Enterprise,Self-Serve,Active
O500087,C31296,2025-03-20 16:00:00,2025-03-23,2025-03-25,Notebook Pack,Supplies,4.0,78.01,0.0,78.01,56.46,Online,Standard,TOR-WH1,Central,False,3.0,Enterprise,2,1,21.550000000000004,0.2762466350467889,2025-03,2025-03-16,AU,,Self-Serve,At Risk
O500088,C30915,2025-08-24 10:00:00,2025-08-27,2025-08-26,Mouse,Electronics,1.0,48.12,0.15,40.9,29.57,B2B Sales,Standard,VAN-WH1,East,False,5.0,Enterprise,-1,0,11.329999999999998,0.2770171149144254,2025-08,2024-08-10,AU,Enterprise,Partner,Active
O500089,C30028,2025-04-04 18:00:00,2025-04-11,2025-04-13,Webcam,Electronics,6.0,678.35,0.0,678.35,399.38,Marketplace,Express,DAL-WH2,EU,True,3.0,Enterprise,2,1,278.97,0.4112478808874475,2025-04,2025-01-18,UK,,Inbound,Churned
O500090,C31793,2025-08-26 13:00:00,2025-09-01,2025-09-01,Notebook Pack,Supplies,1.0,21.93,0.1,19.74,12.77,Marketplace,Express,TOR-WH1,East,False,3.0,Unknown,0,0,6.969999999999999,0.3530901722391084,2025-08,2025-01-06,,Startup,Partner,Active
O500091,C30535,2025-03-29 22:00:00,2025-03-31,2025-03-30,"Monitor 27""",Electronics,3.0,890.21,0.25,667.66,528.24,Retail,Express,TOR-WH1,West,True,2.0,SMB,-1,0,139.41999999999996,0.20881885989875082,2025-03,2025-02-27,CA,Mid Market,Inbound,At Risk
O500092,C31061,2025-03-26 21:00:00,2025-03-28,2025-03-29,Mouse,Electronics,2.0,79.72,0.15,67.76,49.48,Online,Express,VAN-WH1,EU,False,4.0,SMB,1,1,18.28000000000001,0.26977567886658804,2025-03,2024-12-19,DE,Small Business,Inbound,Active
O500093,C31313,2025-08-23 08:00:00,2025-08-28,2025-08-29,Office Chair,Furniture,1.0,276.24,0.0,276.24,171.99,Online,Express,DAL-WH2,West,False,,Enterprise,1,1,104.25,0.37738922675933967,2025-08,2025-05-01,US,,Inbound,Churned
O500094,C30974,2025-02-08 21:00:00,2025-02-15,2025-02-15,Office Chair,Furniture,3.0,801.74,0.1,721.57,570.58,Retail,Express,TOR-WH1,Central,False,,Enterprise,0,0,150.99,0.20925204761838767,2025-02,2025-11-02,AU,Enterprise,Self-Serve,Active
